categoria	nombre	unidad_nueva	porcion_antes	porcion_despues
BEBIDAS	Bebida De Pistacho	MILILITROS	250	250
BEBIDAS	Bebida De Quinoa	MILILITROS	250	250
BEBIDAS	Bebida De Soja	MILILITROS	250	250
BEBIDAS	Bebida De Soja Chocolate	MILILITROS	250	250
BEBIDAS	Bebida De Soja Ecológica	MILILITROS	250	250
BEBIDAS	Bebida De Soja Sin Azúcar	MILILITROS	250	250
BEBIDAS	Bebida Energética	MILILITROS	250	250
BEBIDAS	Bebida Energética Zero	MILILITROS	250	250
BEBIDAS	Bebida Isotónica	MILILITROS	500	500
BEBIDAS	Brandi	MILILITROS	50	50
BEBIDAS	Cacao Con Leche De Avena	MILILITROS	250	250
BEBIDAS	Cacao En Polvo Desgrasado	CUCHARADA	10	10
BEBIDAS	Cacao En Polvo Puro	CUCHARADA	10	10
BEBIDAS	Café Americano	MILILITROS	200	200
BEBIDAS	Café Capuchino	MILILITROS	200	200
BEBIDAS	Café Con Leche	MILILITROS	150	150
BEBIDAS	Café Cortado	MILILITROS	60	60
BEBIDAS	Café De Cereales (sustituto)	MILILITROS	200	200
BEBIDAS	Café De Especialidad	MILILITROS	30	30
BEBIDAS	Café De Tueste Natural	MILILITROS	30	30
BEBIDAS	Café Descafeinado	MILILITROS	30	30
BEBIDAS	Café Espresso	MILILITROS	30	30
BEBIDAS	Café Latte	MILILITROS	250	250
BEBIDAS	Café Solo (sin Azúcar)	MILILITROS	30	30
BEBIDAS	Caldo De Huesos	MILILITROS	250	250
BEBIDAS	Caldo De Jamón	MILILITROS	250	250
BEBIDAS	Caldo De Pescado	MILILITROS	250	250
BEBIDAS	Caldo De Pollo	MILILITROS	250	250
BEBIDAS	Caldo De Verduras	MILILITROS	250	250
BEBIDAS	Cava Brut	MILILITROS	150	150
BEBIDAS	Cava Ecológico	MILILITROS	150	150
BEBIDAS	Cerveza (5%)	MILILITROS	330	330
BEBIDAS	Cerveza Artesana Ipa	MILILITROS	330	330
BEBIDAS	Cerveza Artesana Stout	MILILITROS	330	330
BEBIDAS	Cerveza Sin Alcohol	MILILITROS	330	330
BEBIDAS	Chai Latte	MILILITROS	250	250
BEBIDAS	Champán	MILILITROS	150	150
BEBIDAS	Chocolate Caliente	MILILITROS	250	250
BEBIDAS	Colacao / Cacao Soluble	CUCHARADA	15	15
BEBIDAS	Coñac	MILILITROS	50	50
BEBIDAS	Gazpacho Andaluz	MILILITROS	250	250
BEBIDAS	Gazpacho Envasado	MILILITROS	250	250
BEBIDAS	Ginebra	MILILITROS	50	50
BEBIDAS	Ginger Ale	MILILITROS	200	200
BEBIDAS	Golden Milk (cúrcuma Latte)	MILILITROS	250	250
BEBIDAS	Granizado De Café	MILILITROS	200	200
BEBIDAS	Granizado De Limón	MILILITROS	200	200
BEBIDAS	Hierba Luisa (infusión)	MILILITROS	250	250
BEBIDAS	Horchata	MILILITROS	250	250
BEBIDAS	Horchata De Chufa	MILILITROS	250	250
BEBIDAS	Infusión De Canela Y Manzana	MILILITROS	250	250
BEBIDAS	Infusión De Frutas Del Bosque	MILILITROS	250	250
BEBIDAS	Infusión De Hibisco	MILILITROS	250	250
BEBIDAS	Infusión De Jengibre Y Limón	MILILITROS	250	250
BEBIDAS	Infusión Digestiva	MILILITROS	250	250
BEBIDAS	Infusión Relajante	MILILITROS	250	250
BEBIDAS	Kombucha	MILILITROS	250	250
BEBIDAS	Kombucha De Jengibre	MILILITROS	250	250
BEBIDAS	Leche De Coco (lata)	MILILITROS	100	100
BEBIDAS	Leche De Coco Light	MILILITROS	100	100
BEBIDAS	Leche De Coco Para Beber	MILILITROS	250	250
BEBIDAS	Leche Merengada	MILILITROS	250	250
BEBIDAS	Licor De Hierbas	MILILITROS	30	30
BEBIDAS	Licuado Verde	MILILITROS	250	250
BEBIDAS	Limonada Con Menta	MILILITROS	250	250
BEBIDAS	Limonada Natural	MILILITROS	250	250
BEBIDAS	Manzanilla (infusión)	MILILITROS	250	250
BEBIDAS	Matcha Latte	MILILITROS	250	250
BEBIDAS	Néctar De Mango	MILILITROS	250	250
BEBIDAS	Néctar De Pera	MILILITROS	250	250
BEBIDAS	Orujo	MILILITROS	30	30
BEBIDAS	Pacharán	MILILITROS	30	30
BEBIDAS	Poleo Menta (infusión)	MILILITROS	250	250
BEBIDAS	Prosecco	MILILITROS	150	150
BEBIDAS	Refresco De Cola	MILILITROS	330	330
BEBIDAS	Refresco De Cola Zero	MILILITROS	330	330
BEBIDAS	Refresco De Limón	MILILITROS	330	330
BEBIDAS	Refresco De Naranja	MILILITROS	330	330
BEBIDAS	Ron	MILILITROS	50	50
BEBIDAS	Rooibos (infusión)	MILILITROS	250	250
BEBIDAS	Sake	MILILITROS	100	100
BEBIDAS	Salmorejo	MILILITROS	250	250
BEBIDAS	Sangría	MILILITROS	250	250
BEBIDAS	Sidra Ecológica	MILILITROS	250	250
BEBIDAS	Sidra Natural	MILILITROS	250	250
BEBIDAS	Smoothie De Proteínas	MILILITROS	250	250
BEBIDAS	Té Blanco (infusión)	MILILITROS	250	250
BEBIDAS	Té Chai (infusión)	MILILITROS	250	250
BEBIDAS	Té Helado De Limón	MILILITROS	250	250
BEBIDAS	Té Helado De Melocotón	MILILITROS	250	250
BEBIDAS	Té Matcha (polvo)	CUCHARADITA	2	2
BEBIDAS	Té Negro (infusión)	MILILITROS	250	250
BEBIDAS	Té Rojo (infusión)	MILILITROS	250	250
BEBIDAS	Té Verde (infusión)	MILILITROS	250	250
BEBIDAS	Tila (infusión)	MILILITROS	250	250
BEBIDAS	Tinto De Verano	MILILITROS	250	250
BEBIDAS	Tónica	MILILITROS	200	200
BEBIDAS	Tónica Zero	MILILITROS	200	200
BEBIDAS	Valeriana (infusión)	MILILITROS	250	250
BEBIDAS	Vermú	MILILITROS	100	100
BEBIDAS	Vino Blanco	MILILITROS	150	150
BEBIDAS	Vino Blanco Ecológico	MILILITROS	150	150
BEBIDAS	Vino Rosado	MILILITROS	150	150
BEBIDAS	Vino Tinto	MILILITROS	150	150
BEBIDAS	Vino Tinto Ecológico	MILILITROS	150	150
BEBIDAS	Vodka	MILILITROS	50	50
BEBIDAS	Whisky	MILILITROS	50	50
BEBIDAS	Zumo De Apio	MILILITROS	250	250
BEBIDAS	Zumo De Arándanos	MILILITROS	250	250
BEBIDAS	Zumo De Granada	MILILITROS	250	250
BEBIDAS	Zumo De Jengibre	MILILITROS	30	30
BEBIDAS	Zumo De Limón	MILILITROS	30	30
BEBIDAS	Zumo De Manzana	MILILITROS	250	250
BEBIDAS	Zumo De Manzana Ecológico	MILILITROS	250	250
BEBIDAS	Zumo De Melocotón	MILILITROS	250	250
BEBIDAS	Zumo De Naranja Ecológico	MILILITROS	250	250
BEBIDAS	Zumo De Naranja Natural	MILILITROS	250	250
BEBIDAS	Zumo De Piña	MILILITROS	250	250
BEBIDAS	Zumo De Pomelo	MILILITROS	250	250
BEBIDAS	Zumo De Remolacha	MILILITROS	250	250
BEBIDAS	Zumo De Tomate	MILILITROS	250	250
BEBIDAS	Zumo De Uva	MILILITROS	250	250
BEBIDAS	Zumo De Zanahoria	MILILITROS	250	250
BEBIDAS	Zumo Detox (jengibre Y Limón)	MILILITROS	250	250
BEBIDAS	Zumo Multifrutas	MILILITROS	250	250
BEBIDAS	Zumo Verde (espinacas Y Manzana)	MILILITROS	250	250
CONDIMENTOS	Aceite De Oliva Con Ajo	CUCHARADA	10	10
CONDIMENTOS	Aceite De Oliva Con Guindilla	CUCHARADA	10	10
CONDIMENTOS	Aceite De Oliva Con Romero	CUCHARADA	10	10
CONDIMENTOS	Aceite De Trufa	CUCHARADITA	5	5
CONDIMENTOS	Aderezo César	CUCHARADA	15	15
CONDIMENTOS	Alioli	CUCHARADA	15	15
CONDIMENTOS	Azúcar Blanco	CUCHARADITA	10	5
CONDIMENTOS	Azúcar De Coco	CUCHARADITA	10	5
CONDIMENTOS	Azúcar Moreno	CUCHARADITA	10	5
CONDIMENTOS	Banderilla Encurtida	UNIDAD	30	30
CONDIMENTOS	Bouillon En Cubo	UNIDAD	5	10
CONDIMENTOS	Caldo Ecológico De Pollo	MILILITROS	250	250
CONDIMENTOS	Caldo Ecológico De Verduras	MILILITROS	250	250
CONDIMENTOS	Chermoula	CUCHARADA	15	15
CONDIMENTOS	Chutney De Mango	CUCHARADA	15	15
CONDIMENTOS	Chutney De Tomate	CUCHARADA	15	15
CONDIMENTOS	Confitura De Albaricoque	CUCHARADA	20	20
CONDIMENTOS	Confitura De Cebolla	CUCHARADA	20	20
CONDIMENTOS	Confitura De Frambuesa	CUCHARADA	20	20
CONDIMENTOS	Confitura De Tomate Verde	CUCHARADA	20	20
CONDIMENTOS	Crema De Rábano Picante	CUCHARADA	10	10
CONDIMENTOS	Doenjang (pasta De Soja)	CUCHARADA	10	10
CONDIMENTOS	Eritritol	CUCHARADITA	10	5
CONDIMENTOS	Fumet De Pescado	MILILITROS	100	100
CONDIMENTOS	Gochujang (pasta De Chile Coreano)	CUCHARADA	10	10
CONDIMENTOS	Gochujang (suave)	CUCHARADA	10	10
CONDIMENTOS	Ketchup	CUCHARADA	15	15
CONDIMENTOS	Ketchup Ecológico	CUCHARADA	15	15
CONDIMENTOS	Levadura Nutricional	CUCHARADA	5	5
CONDIMENTOS	Mayonesa	CUCHARADA	15	15
CONDIMENTOS	Mayonesa Ecológica	CUCHARADA	15	15
CONDIMENTOS	Mayonesa Light	CUCHARADA	15	15
CONDIMENTOS	Melaza	CUCHARADA	15	15
CONDIMENTOS	Mermelada De Arándanos	CUCHARADA	20	20
CONDIMENTOS	Mermelada De Calabaza	CUCHARADA	20	20
CONDIMENTOS	Mermelada De Cereza	CUCHARADA	20	20
CONDIMENTOS	Mermelada De Fresa	CUCHARADA	20	20
CONDIMENTOS	Mermelada De Fresa Sin Azúcar	CUCHARADA	20	20
CONDIMENTOS	Mermelada De Higo Y Nuez	CUCHARADA	20	20
CONDIMENTOS	Mermelada De Higos	CUCHARADA	20	20
CONDIMENTOS	Mermelada De Kiwi	CUCHARADA	20	20
CONDIMENTOS	Mermelada De Melocotón	CUCHARADA	20	20
CONDIMENTOS	Mermelada De Mora	CUCHARADA	20	20
CONDIMENTOS	Mermelada De Naranja	CUCHARADA	20	20
CONDIMENTOS	Mermelada De Pimiento	CUCHARADA	20	20
CONDIMENTOS	Mermelada De Tomate	CUCHARADA	20	20
CONDIMENTOS	Mermelada Ecológica De Albaricoque	CUCHARADA	20	20
CONDIMENTOS	Mermelada Ecológica De Frutos Rojos	CUCHARADA	20	20
CONDIMENTOS	Mermelada Ecológica De Melocotón	CUCHARADA	20	20
CONDIMENTOS	Mermelada Extra De Fresa	CUCHARADA	20	20
CONDIMENTOS	Miel	CUCHARADA	15	15
CONDIMENTOS	Miel De Azahar	CUCHARADA	15	15
CONDIMENTOS	Miel De Eucalipto	CUCHARADA	15	15
CONDIMENTOS	Miel De Manuka	CUCHARADA	10	10
CONDIMENTOS	Miel De Romero	CUCHARADA	15	15
CONDIMENTOS	Miel Ecológica De Flores	CUCHARADA	15	15
CONDIMENTOS	Miel Ecológica Milflores	CUCHARADA	15	15
CONDIMENTOS	Mirin	CUCHARADA	10	10
CONDIMENTOS	Miso	CUCHARADA	10	10
CONDIMENTOS	Mojo Picón	CUCHARADA	15	15
CONDIMENTOS	Mostaza	CUCHARADA	10	10
CONDIMENTOS	Mostaza De Dijon	CUCHARADA	10	10
CONDIMENTOS	Mostaza Ecológica	CUCHARADA	10	10
CONDIMENTOS	Nuoc Mam (salsa De Pescado)	CUCHARADITA	5	5
CONDIMENTOS	Panela	CUCHARADITA	10	5
CONDIMENTOS	Pasta De Curry Rojo	CUCHARADA	10	10
CONDIMENTOS	Pasta De Curry Verde	CUCHARADA	10	10
CONDIMENTOS	Pasta De Gambas	CUCHARADITA	5	5
CONDIMENTOS	Pasta De Miso	CUCHARADA	10	10
CONDIMENTOS	Pesto Ecológico	CUCHARADA	20	20
CONDIMENTOS	Pesto Genovés	CUCHARADA	20	20
CONDIMENTOS	Pesto Rojo	CUCHARADA	20	20
CONDIMENTOS	Pimiento Del Piquillo En Conserva	UNIDAD	50	25
CONDIMENTOS	Reducción De Vinagre Balsámico	CUCHARADA	10	10
CONDIMENTOS	Salsa Barbacoa	CUCHARADA	20	20
CONDIMENTOS	Salsa Brava	CUCHARADA	20	20
CONDIMENTOS	Salsa Chimichurri	CUCHARADA	15	15
CONDIMENTOS	Salsa De Cacahuete	CUCHARADA	15	15
CONDIMENTOS	Salsa De Ostras	CUCHARADA	10	10
CONDIMENTOS	Salsa De Sésamo	CUCHARADA	15	15
CONDIMENTOS	Salsa De Soja	CUCHARADA	10	10
CONDIMENTOS	Salsa De Soja Baja En Sal	CUCHARADA	10	10
CONDIMENTOS	Salsa De Soja Ecológica	CUCHARADA	10	10
CONDIMENTOS	Salsa Harissa	CUCHARADA	10	10
CONDIMENTOS	Salsa Hoisin	CUCHARADA	15	15
CONDIMENTOS	Salsa Hp	CUCHARADA	15	15
CONDIMENTOS	Salsa Mil Islas	CUCHARADA	15	15
CONDIMENTOS	Salsa Pesto	CUCHARADA	20	20
CONDIMENTOS	Salsa Ponzu	CUCHARADA	15	15
CONDIMENTOS	Salsa Ranch	CUCHARADA	15	15
CONDIMENTOS	Salsa Romesco	CUCHARADA	20	20
CONDIMENTOS	Salsa Rosa	CUCHARADA	15	15
CONDIMENTOS	Salsa Sweet Chili	CUCHARADA	15	15
CONDIMENTOS	Salsa Tahini	CUCHARADA	15	15
CONDIMENTOS	Salsa Tamari Ecológica	CUCHARADA	10	10
CONDIMENTOS	Salsa Tártara	CUCHARADA	15	15
CONDIMENTOS	Salsa Teriyaki	CUCHARADA	15	15
CONDIMENTOS	Salsa Tsuyu	CUCHARADA	15	15
CONDIMENTOS	Salsa Verde (mojo)	CUCHARADA	15	15
CONDIMENTOS	Salsa Worcestershire	CUCHARADITA	5	5
CONDIMENTOS	Salsa Worcestershire	CUCHARADITA	5	5
CONDIMENTOS	Salsa Yakiniku	CUCHARADA	15	15
CONDIMENTOS	Sambal Oelek	CUCHARADITA	5	5
CONDIMENTOS	Sirope De Agave	CUCHARADA	15	15
CONDIMENTOS	Sirope De Agave Ecológico	CUCHARADA	15	15
CONDIMENTOS	Sirope De Arce	CUCHARADA	15	15
CONDIMENTOS	Sirope De Arroz	CUCHARADA	15	15
CONDIMENTOS	Sirope De Dátil	CUCHARADA	15	15
CONDIMENTOS	Sriracha	CUCHARADITA	10	5
CONDIMENTOS	Tabasco	CUCHARADITA	5	5
CONDIMENTOS	Tahini Ecológico	CUCHARADA	15	15
CONDIMENTOS	Tapenade De Aceitunas	CUCHARADA	15	15
CONDIMENTOS	Vinagre Balsámico	CUCHARADA	15	15
CONDIMENTOS	Vinagre De Arroz	CUCHARADA	15	15
CONDIMENTOS	Vinagre De Jerez	CUCHARADA	15	15
CONDIMENTOS	Vinagre De Manzana	CUCHARADA	15	15
CONDIMENTOS	Vinagre De Módena	CUCHARADA	15	15
CONDIMENTOS	Vinagre De Vino	CUCHARADA	15	15
CONDIMENTOS	Vinagre Ecológico Balsámico	CUCHARADA	15	15
CONDIMENTOS	Vinagre Ecológico De Manzana	CUCHARADA	15	15
CONDIMENTOS	Vinagreta Clásica	CUCHARADA	15	15
CONDIMENTOS	Vino De Arroz Para Cocinar	CUCHARADA	15	15
CONDIMENTOS	Wasabi En Pasta	CUCHARADITA	5	5
CONDIMENTOS	Xilitol	CUCHARADITA	10	5
CONDIMENTOS	Xo Sauce	CUCHARADITA	5	5
DULCES	Alfajor	UNIDAD	30	30
DULCES	Barquillo	UNIDAD	15	15
DULCES	Barrita De Cereales	UNIDAD	25	25
DULCES	Barrita Energética De Dátiles	UNIDAD	40	40
DULCES	Barrita Energética Ecológica	UNIDAD	40	40
DULCES	Barrita Proteica	UNIDAD	40	40
DULCES	Barrita Proteica Vegana	UNIDAD	45	45
DULCES	Bombón De Chocolate Con Leche	UNIDAD	15	15
DULCES	Bombón De Chocolate Negro	UNIDAD	15	15
DULCES	Bombón Ecológico	UNIDAD	15	15
DULCES	Buñuelo De Viento	UNIDAD	30	30
DULCES	Caramelo Duro	UNIDAD	5	5
DULCES	Churro	UNIDAD	50	50
DULCES	Churro Relleno De Chocolate	UNIDAD	60	60
DULCES	Cookie	UNIDAD	30	30
DULCES	Cookie De Chocolate	UNIDAD	30	30
DULCES	Cookie Vegano	UNIDAD	30	30
DULCES	Crema De Cacao Ecológica	CUCHARADA	15	15
DULCES	Cruasán De Chocolate	UNIDAD	70	70
DULCES	Donut	UNIDAD	60	60
DULCES	Donut Vegano	UNIDAD	60	60
DULCES	Dorayaki	UNIDAD	50	50
DULCES	Eclair De Chocolate	UNIDAD	60	60
DULCES	Ensaimada	UNIDAD	80	80
DULCES	Flan De Coco	UNIDAD	110	110
DULCES	Galleta Con Pepitas De Chocolate	UNIDAD	15	15
DULCES	Galleta De Jengibre	UNIDAD	15	15
DULCES	Galleta De Mantequilla Danesa	UNIDAD	15	15
DULCES	Galleta Ecológica Sin Gluten	UNIDAD	25	25
DULCES	Galleta Speculoos	UNIDAD	15	15
DULCES	Macarón (francés)	UNIDAD	12	12
DULCES	Magdalena	UNIDAD	40	40
DULCES	Magdalena De Limón	UNIDAD	40	40
DULCES	Magdalena Integral	UNIDAD	40	40
DULCES	Mantecado	UNIDAD	25	25
DULCES	Merengue	UNIDAD	15	15
DULCES	Mochi Helado	UNIDAD	50	50
DULCES	Muffin De Arándanos	UNIDAD	60	60
DULCES	Muffin De Chocolate	UNIDAD	60	60
DULCES	Muffin Vegano	UNIDAD	60	60
DULCES	Napolitana De Chocolate	UNIDAD	60	60
DULCES	Natillas De Chocolate	UNIDAD	125	125
DULCES	Natillas De Vainilla	UNIDAD	125	125
DULCES	Palmera De Chocolate	UNIDAD	60	60
DULCES	Palmera De Hojaldre	UNIDAD	50	50
DULCES	Pastel De Nata Portugués	UNIDAD	50	50
DULCES	Pestiño	UNIDAD	25	25
DULCES	Polo De Frutas	UNIDAD	80	80
DULCES	Polvorón	UNIDAD	25	25
DULCES	Polvorón De Almendra	UNIDAD	25	25
DULCES	Porras	UNIDAD	60	60
DULCES	Regaliz	UNIDAD	20	20
DULCES	Rosquilla De Anís	UNIDAD	40	40
DULCES	Rosquilla Tonta	UNIDAD	50	50
DULCES	Soletilla (bizcocho)	UNIDAD	20	20
DULCES	Toffee	UNIDAD	10	10
DULCES	Torrija	UNIDAD	80	80
DULCES	Yema De Santa Teresa	UNIDAD	20	20
OTROS	Barrita De Cereales Con Frutos Secos	UNIDAD	30	30
OTROS	Barrita Energética De Dátil Y Cacao	UNIDAD	40	40
OTROS	Barrita Proteica De Cacahuete	UNIDAD	45	45
OTROS	Barrita Proteica De Chocolate	UNIDAD	45	45
OTROS	Barritas De Proteína De Suero	UNIDAD	45	45
OTROS	Bebida De Proteína Lista Para Tomar	MILILITROS	330	330
OTROS	Beyond Meat (hamburguesa)	UNIDAD	100	100
